feature_id,W,detected_0.9,detected_0.8,detected_0.7,detected_0.6,clr,W_fig,zero_ind,Kingdom,Phylum,Class,Order,Family,Genus,Species,astro
New.ReferenceOTU191,0,FALSE,FALSE,FALSE,FALSE,0.109968718,0,No,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA,
New.ReferenceOTU324,0,FALSE,FALSE,FALSE,FALSE,0.113410048,0,No,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA,
891031,0,FALSE,FALSE,FALSE,FALSE,0.333567147,0,No,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,multivorum,
537775,0,FALSE,FALSE,FALSE,FALSE,0.043365214,0,No,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,NA,
New.ReferenceOTU67,0,FALSE,FALSE,FALSE,FALSE,0.112988485,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
New.CleanUp.ReferenceOTU75284,0,FALSE,FALSE,FALSE,FALSE,0.029284748,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,butyricum,
238205,0,FALSE,FALSE,FALSE,FALSE,0.295072304,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,butyricum,
New.ReferenceOTU172,0,FALSE,FALSE,FALSE,FALSE,0.547196006,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
3552067,0,FALSE,FALSE,FALSE,FALSE,0.036295305,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
294497,0,FALSE,FALSE,FALSE,FALSE,0.003020488,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,butyricum,
529116,0,FALSE,FALSE,FALSE,FALSE,0.311938704,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,butyricum,
541328,0,FALSE,FALSE,FALSE,FALSE,0.646612211,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,butyricum,
4452632,0,FALSE,FALSE,FALSE,FALSE,0.648335271,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
3876673,0,FALSE,FALSE,FALSE,FALSE,-0.089122421,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
4459634,0,FALSE,FALSE,FALSE,FALSE,-0.18155105,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
523589,0,FALSE,FALSE,FALSE,FALSE,0.564637223,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
New.CleanUp.ReferenceOTU24111,0,FALSE,FALSE,FALSE,FALSE,-0.160278077,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
2190102,0,FALSE,FALSE,FALSE,FALSE,0.240164428,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
1104963,0,FALSE,FALSE,FALSE,FALSE,-0.086170254,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
1145250,0,FALSE,FALSE,FALSE,FALSE,-0.111735873,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
73000,3,FALSE,FALSE,FALSE,FALSE,-0.169678834,3,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
1148153,0,FALSE,FALSE,FALSE,FALSE,-0.068298336,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
351020,280,FALSE,FALSE,FALSE,FALSE,0.872767776,280,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
106334,0,FALSE,FALSE,FALSE,FALSE,-0.239137991,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.ReferenceOTU156,0,FALSE,FALSE,FALSE,FALSE,0.43219531,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
303809,290,FALSE,FALSE,FALSE,FALSE,0.493285498,290,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.CleanUp.ReferenceOTU124915,0,FALSE,FALSE,FALSE,FALSE,-0.049472129,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
New.ReferenceOTU365,466,FALSE,FALSE,FALSE,TRUE,0.560972724,466,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,POS
New.ReferenceOTU184,0,FALSE,FALSE,FALSE,FALSE,-0.256627543,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
3149595,3,FALSE,FALSE,FALSE,FALSE,-0.195076945,3,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
166896,0,FALSE,FALSE,FALSE,FALSE,-0.240476677,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
828483,435,FALSE,FALSE,FALSE,FALSE,0.288440278,435,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
193894,0,FALSE,FALSE,FALSE,FALSE,0.409029234,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
712047,634,FALSE,TRUE,TRUE,TRUE,0.731816935,634,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,POS
New.CleanUp.ReferenceOTU23467,0,FALSE,FALSE,FALSE,FALSE,-0.227127713,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.CleanUp.ReferenceOTU113112,0,FALSE,FALSE,FALSE,FALSE,0.238958095,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.ReferenceOTU117,0,FALSE,FALSE,FALSE,FALSE,0.17646254,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.CleanUp.ReferenceOTU145098,0,FALSE,FALSE,FALSE,FALSE,-0.156812779,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.CleanUp.ReferenceOTU55147,0,FALSE,FALSE,FALSE,FALSE,-0.154027625,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
New.CleanUp.ReferenceOTU96513,0,FALSE,FALSE,FALSE,FALSE,-0.023039704,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
292145,0,FALSE,FALSE,FALSE,FALSE,-0.172531603,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.ReferenceOTU134,0,FALSE,FALSE,FALSE,FALSE,0.126997594,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
New.CleanUp.ReferenceOTU74018,0,FALSE,FALSE,FALSE,FALSE,0.11614204,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
New.CleanUp.ReferenceOTU26412,0,FALSE,FALSE,FALSE,FALSE,0.262133387,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
New.ReferenceOTU375,0,FALSE,FALSE,FALSE,FALSE,0.194828278,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
New.CleanUp.ReferenceOTU2301,0,FALSE,FALSE,FALSE,FALSE,-0.065901928,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.CleanUp.ReferenceOTU49202,0,FALSE,FALSE,FALSE,FALSE,-0.053008692,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.ReferenceOTU413,0,FALSE,FALSE,FALSE,FALSE,-0.163741678,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
300662,0,FALSE,FALSE,FALSE,FALSE,-0.345274035,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
4452633,0,FALSE,FALSE,FALSE,FALSE,0.092131384,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.CleanUp.ReferenceOTU125568,0,FALSE,FALSE,FALSE,FALSE,-0.064569324,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,perfringens,
New.ReferenceOTU487,0,FALSE,FALSE,FALSE,FALSE,0.107077532,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.ReferenceOTU82,0,FALSE,FALSE,FALSE,FALSE,0.038449286,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
4454432,0,FALSE,FALSE,FALSE,FALSE,-0.166528745,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
268733,0,FALSE,FALSE,FALSE,FALSE,0.01768629,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
199701,0,FALSE,FALSE,FALSE,FALSE,-0.117726002,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
4451477,0,FALSE,FALSE,FALSE,FALSE,0.252345359,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
290211,0,FALSE,FALSE,FALSE,FALSE,0.050420309,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
316378,0,FALSE,FALSE,FALSE,FALSE,-0.197248665,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
183089,0,FALSE,FALSE,FALSE,FALSE,-0.052205859,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
295974,0,FALSE,FALSE,FALSE,FALSE,-0.263787261,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
325419,0,FALSE,FALSE,FALSE,FALSE,0.200333038,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
190637,0,FALSE,FALSE,FALSE,FALSE,-0.043202124,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
304779,0,FALSE,FALSE,FALSE,FALSE,0.444129419,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.ReferenceOTU252,0,FALSE,FALSE,FALSE,FALSE,0.155414366,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,perfringens,
2225203,292,FALSE,FALSE,FALSE,FALSE,0.250697511,292,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
305288,0,FALSE,FALSE,FALSE,FALSE,0.30671667,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
843459,0,FALSE,FALSE,FALSE,FALSE,0.051646781,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.ReferenceOTU260,0,FALSE,FALSE,FALSE,FALSE,0.351625677,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
New.ReferenceOTU179,273,FALSE,FALSE,FALSE,FALSE,0.47977998,273,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
322367,0,FALSE,FALSE,FALSE,FALSE,-0.168160817,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
342666,0,FALSE,FALSE,FALSE,FALSE,0.16543418,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
171437,0,FALSE,FALSE,FALSE,FALSE,-0.049661577,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
