CCA1,CCA2,vgntxt,ccatype,Phylum,Class,Order,Family,Genus,names,plot
-1.106738096,0.598071581,AJ2236,sites,NA,NA,NA,NA,NA,NA,
2.722161166,0.420651554,AJ2244,sites,NA,NA,NA,NA,NA,NA,
-0.582263787,0.115472808,AJ2349,sites,NA,NA,NA,NA,NA,NA,
-0.419484503,-0.001069616,AJ2384,sites,NA,NA,NA,NA,NA,NA,
-0.260295673,0.026751188,AJ2477,sites,NA,NA,NA,NA,NA,NA,
-0.340970051,-0.263124303,AJ2725,sites,NA,NA,NA,NA,NA,NA,
-0.357713619,0.047054734,AJ2744,sites,NA,NA,NA,NA,NA,NA,
-0.090265244,-0.160029837,AJ2786,sites,NA,NA,NA,NA,NA,NA,
-0.031924133,0.071284853,AJ0735,sites,NA,NA,NA,NA,NA,NA,
0.590799878,-0.406741882,AJ2350,sites,NA,NA,NA,NA,NA,NA,
0.745963971,0.773872784,AJ2550,sites,NA,NA,NA,NA,NA,NA,
-0.084719469,0.137549558,AJ2694,sites,NA,NA,NA,NA,NA,NA,
-0.05637483,-0.561936387,AJ0875,sites,NA,NA,NA,NA,NA,NA,
-0.178093627,-0.033074462,AJ2160,sites,NA,NA,NA,NA,NA,NA,
-0.16656944,-1.34055938,AJ2332,sites,NA,NA,NA,NA,NA,NA,
0.971192527,0.738905065,AJ0733,sites,NA,NA,NA,NA,NA,NA,
0.438404237,0.467854547,AJ0442,sites,NA,NA,NA,NA,NA,NA,
0.878099141,0.2920474,AJ1852,sites,NA,NA,NA,NA,NA,NA,
-0.193941504,0.023226154,AJ0321,sites,NA,NA,NA,NA,NA,NA,
0.628782923,0.655108223,AJ0596,sites,NA,NA,NA,NA,NA,NA,
-0.529262668,0.204212368,AJ2403,sites,NA,NA,NA,NA,NA,NA,
-0.797717072,0.347779487,543508,species,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,543508,1
-0.179942754,-2.224242089,274011,species,Thermi,Deinococci,Deinococcales,Trueperaceae,Truepera,274011,
-0.08138493,0.141839231,574032,species,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,574032,
1.74410195,-0.334856202,1127882,species,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,1127882,
0.343078928,0.074266475,207866,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,207866,
-1.767032892,0.592016224,503236,species,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Anaerococcus,503236,
-0.424950044,-2.079633166,98457,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,98457,
0.091773762,-1.896030904,4440018,species,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,4440018,
0.909493457,0.914177477,523589,species,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,523589,1
0.200955579,-0.300702216,808758,species,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,808758,
0.275871576,-1.429658758,383023,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,383023,
-0.131419672,-0.33464461,4361407,species,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Sporomusa,4361407,
-0.155561657,-0.555681277,905303,species,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Marinilactibacillus,905303,
0.053912207,0.331186568,1141646,species,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,1141646,
-0.275305154,-0.224681631,567669,species,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,567669,
0.009017921,-1.230320063,677064,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,677064,
-0.298387089,0.527018991,672587,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,672587,
-0.700634951,0.247521771,4680,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,4680,
-0.026577078,0.334659184,1049387,species,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,1049387,
0.220703622,-0.504358637,1084417,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,1084417,
-0.20398071,-0.723237492,809991,species,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,809991,
-0.058492034,1.043929214,210052,species,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,210052,
0.040219087,-3.127063493,801438,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Dickeya,801438,
-0.031741863,-0.168797473,731707,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hylemonella,731707,
-0.154217623,-3.723323487,3053045,species,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Cellulosimicrobium,3053045,
0.002662295,-0.769271491,223206,species,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dokdonella,223206,
-0.2841862,-0.527166728,558970,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,558970,
0.958200643,-0.765131724,289730,species,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,289730,
0.382099068,-1.04726363,909170,species,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,909170,
-0.342817049,-2.138309436,4416927,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,4416927,
-0.282123539,-0.218767353,543156,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,543156,
-0.058492034,1.043929214,221674,species,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,Nostoc,221674,
1.38128635,-0.48669082,294254,species,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,294254,
0.324039627,0.311980247,957408,species,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,957408,
0.923904979,-0.580072747,558264,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,558264,
-0.165374029,-0.284928046,1101451,species,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus,1101451,
0.186381208,-0.245816805,4348493,species,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,4348493,
-0.02124973,-1.337757367,544480,species,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,544480,
0.14714385,-2.183997321,334555,species,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,334555,
-0.65582827,0.491417021,114587,species,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,114587,
-0.058492034,1.043929214,262096,species,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Streptosporangium,262096,
1.260024041,1.147178897,4307265,species,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,4307265,
-0.058492034,1.043929214,551109,species,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,551109,
4.608969712,0.726238956,101699,species,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfarculus,101699,
-0.138322537,-0.523804916,11435,species,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Geodermatophilus,11435,
0.295259735,-2.239295205,218242,species,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Chitinophaga,218242,
0.342836521,-2.017338279,570350,species,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,570350,
0.285547696,-0.130506006,581821,species,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Promicromonospora,581821,
0.415319733,0.563178478,160651,species,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Sediminibacterium,160651,
-0.129865969,-0.561377709,246939,species,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura,246939,
-0.525755691,-0.168279641,973424,species,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,973424,
-1.960431664,3.257441841,1128644,species,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia,1128644,
-0.103113284,0.224993789,816470,species,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,816470,
-0.187854945,-1.291191232,463861,species,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,463861,
-0.131305813,0.738873418,810167,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium,810167,
-1.237359127,0.430883503,590849,species,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Flavisolibacter,590849,
-0.606601894,-1.658540812,157497,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga,157497,
-0.2841862,-0.527166728,273974,species,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Wolbachia,273974,
-0.058492034,1.043929214,97840,species,Cyanobacteria,Gloeobacterophycideae,Gloeobacterales,Gloeobacteraceae,Gloeobacter,97840,
-0.515141809,-0.694713559,995960,species,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium,995960,
0.374465017,-1.879631779,377546,species,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Mycoplana,377546,
-0.154217623,-3.723323487,909520,species,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Anaeromyxobacter,909520,
-0.050154748,-0.654209855,934235,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,934235,
-0.760140193,0.635521822,1106617,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Roseateles,1106617,
0.669624714,0.537646979,4414605,species,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,4414605,
3.952345399,2.455476972,269907,species,Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Prevotella,269907,
-0.813081787,-1.148826759,55486,species,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,55486,
-3.340116364,2.124404888,731014,species,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Pilimelia,731014,
1.023680884,1.402039795,1068363,species,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,1068363,
-1.031316109,0.634760701,897109,species,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium,897109,
-0.011453805,-0.465755913,609533,species,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,609533,
0.059316207,-0.246856946,849118,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,849118,
-1.149678916,0.455156107,561534,species,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Larkinella,561534,
1.019998675,-2.399961306,13894,species,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Dehalobacter_Syntrophobotulus,13894,
-1.37719085,-0.142218077,689528,species,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Phycicoccus,689528,
-0.760044645,0.129118523,566454,species,Actinobacteria,Actinobacteria,Actinomycetales,Dermacoccaceae,Dermacoccus,566454,
-2.314846959,-3.244337369,1931,species,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,1931,
-0.424950044,-2.079633166,509986,species,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Caldilinea,509986,
-0.058492034,1.043929214,1126475,species,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,1126475,
-0.165208836,-1.243011159,560709,species,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,560709,
-2.312274872,3.353035753,2540794,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,2540794,
0.892791645,-0.007569785,3908639,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,3908639,
-1.767032892,0.592016224,4336330,species,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,4336330,
1.250191132,-1.150872337,268353,species,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,268353,
0.802737565,-1.820241465,4379250,species,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,4379250,
-0.365127902,0.787183282,801579,species,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,801579,
2.455997109,5.161325196,753245,species,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas,753245,
-0.155561657,-0.555681277,3025,species,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,3025,
0.295259735,-2.239295205,229359,species,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,229359,
0.005085639,-0.077950819,1048194,species,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinomycetospora,1048194,
4.571922461,0.704993602,1657491,species,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,1657491,
-0.453695193,-0.088252271,804735,species,Actinobacteria,Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium,804735,
0.814255225,-0.85304531,1135798,species,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,1135798,
1.160655192,-0.137257691,324217,species,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,324217,
-0.083038642,-0.671011027,1092725,species,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,1092725,
1.599698946,-0.867225752,814176,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,814176,
0.054700496,-1.448073597,1108886,species,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,1108886,
-1.061340874,-0.628447571,766020,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,766020,
0.083670633,-0.571258704,236358,species,Actinobacteria,Actinobacteria,Actinomycetales,Glycomycetaceae,Glycomyces,236358,
3.932435892,0.838760991,705987,species,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Anaerospora,705987,
4.132416107,2.415557414,569356,species,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Thauera,569356,
0.98761386,0.672119343,1142268,species,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,1142268,
-0.090833734,1.051098988,37332,species,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,37332,
1.281621879,-1.292232227,569018,species,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,569018,
0.25769563,-0.016582409,212239,species,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,212239,
2.664163948,0.238847001,1111582,species,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,1111582,
-0.897950966,-0.484628136,1039594,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,1039594,
4.132416107,2.415557414,2847581,species,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,2847581,
0.25448012,0.323873811,537953,species,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,A17,537953,
-1.149678916,0.455156107,274025,species,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,274025,
-0.616251487,0.452633306,518743,species,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,518743,
0.036318722,-0.15247184,1062748,species,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,1062748,
-4.961728046,6.642017937,1076759,species,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseococcus,1076759,
-0.02697364,-0.584187728,4428164,species,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria,4428164,
0.495296299,-1.411504071,574102,species,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,574102,
0.119793195,0.895711534,243943,species,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Pimelobacter,243943,
-0.058492034,1.043929214,547806,species,Actinobacteria,Actinobacteria,Actinomycetales,Actinosynnemataceae,Lentzea,547806,
0.245293536,0.76365953,4411088,species,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinoallomurus,4411088,
0.050204739,-0.601297267,112057,species,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Renibacterium,112057,
-0.369373023,-0.0275563,243777,species,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,243777,
0.23471565,-3.473321339,687940,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,687940,
-0.11403501,1.572277726,207813,species,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,207813,
0.330059711,-1.574293322,527906,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Kaistia,527906,
0.109666531,-1.442728542,165338,species,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,165338,
-2.84734756,0.831509283,3571630,species,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella,3571630,
1.03416738,-0.001404577,221896,species,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Xiphinematobacter,221896,
-0.204171394,-0.289687709,1028297,species,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Ellin506,1028297,
-0.17423256,-0.392184574,1049277,species,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,1049277,
-0.058492034,1.043929214,526994,species,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Virgisporangium,526994,
-0.058492034,1.043929214,4326464,species,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,4326464,
0.617404281,0.830474918,573432,species,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,573432,
-0.470402464,0.420266843,721526,species,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,721526,
1.330894849,-0.380818387,839235,species,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,839235,
-0.263641827,-2.036774545,4331575,species,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,4331575,
1.541670243,-1.79857863,593171,species,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Phaeospirillum,593171,
-0.060462736,0.787657994,808919,species,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces,808919,
0.770147215,-0.428054971,1049393,species,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,1049393,
4.393825891,0.66358795,768553,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus,768553,
4.146778223,2.367954706,804663,species,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus_Portiera,804663,
0.151102927,-1.300255753,590099,species,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,590099,
-0.070649598,-0.537047724,449855,species,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Microbispora,449855,
0.234262408,0.388586393,3025389,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,3025389,
0.698164818,-0.80173038,4045633,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,4045633,
-1.062162645,1.812082409,136379,species,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,Frankia,136379,
1.367847695,-1.388603842,544536,species,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Weeksella,544536,
-0.483784004,-1.063808668,7764,species,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,7764,
1.988387541,-0.510295418,921110,species,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,921110,
-0.62783475,0.209081899,1073436,species,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,1073436,
0.658720694,-0.482529418,3829951,species,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium,3829951,
-0.372596278,0.65496948,1037355,species,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,1037355,
0.54035191,-1.673268925,292203,species,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,292203,
0.755444958,-0.57903157,572586,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,572586,
0.49523995,-0.662498782,180118,species,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,180118,
0.538246151,-1.463770474,956334,species,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Prauseria,956334,
0.451486099,0.428190675,3805518,species,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,SMB53,3805518,1
0.329250389,-0.843424662,231787,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,231787,
-0.539188842,-0.598964657,155362,species,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,155362,
-0.272420107,-0.781918468,235695,species,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Cellulomonas,235695,
0.625320003,0.64808743,548956,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,548956,
4.608969712,0.726238956,786876,species,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,786876,
0.654063935,0.195076099,1106324,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,1106324,
1.72858885,1.746762939,813695,species,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,813695,
1.568654761,0.452280001,553623,species,Actinobacteria,Actinobacteria,Actinomycetales,Dietziaceae,Dietzia,553623,
-1.149678916,0.455156107,1722070,species,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,1722070,
4.476883555,0.998334151,1108454,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,1108454,
-3.91221505,2.203868464,332714,species,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,332714,
-3.227871257,1.997886554,1106498,species,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,1106498,
-0.954699834,0.451433848,554499,species,Cyanobacteria,Nostocophycideae,Nostocales,Scytonemataceae,Brasilonema,554499,
0.407946797,-2.20252431,1068470,species,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,1068470,
-1.426430614,-0.884352911,240451,species,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,Kineococcus,240451,
