feature_id,W,detected_0.9,detected_0.8,detected_0.7,detected_0.6,clr,W_fig,zero_ind,Kingdom,Phylum,Class,Order,Family,Genus,Species,astro
609533,0,FALSE,FALSE,FALSE,FALSE,0.505678358,0,No,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA,
574032,0,FALSE,FALSE,FALSE,FALSE,0.108753658,0,No,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,NA,
217392,0,FALSE,FALSE,FALSE,FALSE,0.043792429,0,No,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,NA,NA,
371783,0,FALSE,FALSE,FALSE,FALSE,0.13152196,0,No,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA,
1012112,0,FALSE,FALSE,FALSE,FALSE,-0.026498988,0,No,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA,
979536,0,FALSE,FALSE,FALSE,FALSE,-0.277327711,0,No,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,NA,NA,
221896,0,FALSE,FALSE,FALSE,FALSE,0.161090965,0,No,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Candidatus Xiphinematobacter,NA,
226470,0,FALSE,FALSE,FALSE,FALSE,-0.072874567,0,No,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],NA,NA,
New.ReferenceOTU191,0,FALSE,FALSE,FALSE,FALSE,0.177993692,0,No,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA,
New.ReferenceOTU324,0,FALSE,FALSE,FALSE,FALSE,0.061204348,0,No,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA,
891031,0,FALSE,FALSE,FALSE,FALSE,0.105007828,0,No,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,multivorum,
537775,0,FALSE,FALSE,FALSE,FALSE,-0.139080884,0,No,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,NA,
New.ReferenceOTU67,0,FALSE,FALSE,FALSE,FALSE,-0.071735981,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
New.CleanUp.ReferenceOTU75284,1,FALSE,FALSE,FALSE,FALSE,0.140704542,1,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,butyricum,
238205,1,FALSE,FALSE,FALSE,FALSE,-0.186108885,1,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,butyricum,
New.ReferenceOTU172,0,FALSE,FALSE,FALSE,FALSE,-0.428131696,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
3552067,1,FALSE,FALSE,FALSE,FALSE,-0.082006913,1,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
294497,1,FALSE,FALSE,FALSE,FALSE,0.034493179,1,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,butyricum,
529116,0,FALSE,FALSE,FALSE,FALSE,-0.226700604,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,butyricum,
541328,0,FALSE,FALSE,FALSE,FALSE,-0.634536869,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,butyricum,
4452632,0,FALSE,FALSE,FALSE,FALSE,-0.491627153,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
3876673,1,FALSE,FALSE,FALSE,FALSE,-0.038065165,1,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
4459634,1,FALSE,FALSE,FALSE,FALSE,0.00537385,1,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
523589,0,FALSE,FALSE,FALSE,FALSE,-0.333116057,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
New.CleanUp.ReferenceOTU24111,0,FALSE,FALSE,FALSE,FALSE,0.046737627,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
2190102,0,FALSE,FALSE,FALSE,FALSE,-0.522723784,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
1104963,0,FALSE,FALSE,FALSE,FALSE,0.181127004,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
1145250,0,FALSE,FALSE,FALSE,FALSE,-0.116900961,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
73000,0,FALSE,FALSE,FALSE,FALSE,0.222225233,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
1148153,0,FALSE,FALSE,FALSE,FALSE,0.015548375,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
351020,0,FALSE,FALSE,FALSE,FALSE,-0.159731597,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
106334,1,FALSE,FALSE,FALSE,FALSE,0.129710913,1,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.ReferenceOTU156,0,FALSE,FALSE,FALSE,FALSE,-0.384468449,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
303809,0,FALSE,FALSE,FALSE,FALSE,-0.261229233,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.CleanUp.ReferenceOTU124915,0,FALSE,FALSE,FALSE,FALSE,-0.134466944,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
New.ReferenceOTU365,0,FALSE,FALSE,FALSE,FALSE,-0.353036033,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.ReferenceOTU184,0,FALSE,FALSE,FALSE,FALSE,-0.144618436,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
3149595,1,FALSE,FALSE,FALSE,FALSE,-0.040873428,1,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
166896,0,FALSE,FALSE,FALSE,FALSE,-0.130941933,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
828483,0,FALSE,FALSE,FALSE,FALSE,-0.122656835,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
193894,0,FALSE,FALSE,FALSE,FALSE,-0.23363125,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
712047,0,FALSE,FALSE,FALSE,FALSE,-0.106354857,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.CleanUp.ReferenceOTU23467,1,FALSE,FALSE,FALSE,FALSE,-0.061612895,1,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.CleanUp.ReferenceOTU113112,0,FALSE,FALSE,FALSE,FALSE,-0.112449866,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.ReferenceOTU117,0,FALSE,FALSE,FALSE,FALSE,-0.177782174,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.CleanUp.ReferenceOTU145098,Inf,TRUE,TRUE,TRUE,TRUE,0.163941643,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.CleanUp.ReferenceOTU55147,0,FALSE,FALSE,FALSE,FALSE,-0.109325149,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
New.CleanUp.ReferenceOTU96513,1,FALSE,FALSE,FALSE,FALSE,0.053802279,1,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
292145,7,FALSE,FALSE,FALSE,FALSE,-0.027381449,7,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.ReferenceOTU134,1,FALSE,FALSE,FALSE,FALSE,-0.09818199,1,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
New.CleanUp.ReferenceOTU74018,1,FALSE,FALSE,FALSE,FALSE,-0.047969633,1,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
New.CleanUp.ReferenceOTU26412,0,FALSE,FALSE,FALSE,FALSE,0.157257066,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
New.ReferenceOTU375,0,FALSE,FALSE,FALSE,FALSE,0.033227023,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
New.CleanUp.ReferenceOTU2301,0,FALSE,FALSE,FALSE,FALSE,0.118878489,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.CleanUp.ReferenceOTU49202,Inf,TRUE,TRUE,TRUE,TRUE,0.174608918,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.ReferenceOTU413,Inf,TRUE,TRUE,TRUE,TRUE,0.316557323,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
300662,8,FALSE,FALSE,FALSE,FALSE,0.101216607,8,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
4452633,9,FALSE,FALSE,FALSE,FALSE,-0.125302086,9,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.CleanUp.ReferenceOTU125568,1,FALSE,FALSE,FALSE,FALSE,-0.044080278,1,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,perfringens,
New.ReferenceOTU487,0,FALSE,FALSE,FALSE,FALSE,-0.215475945,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.ReferenceOTU82,1,FALSE,FALSE,FALSE,FALSE,0.06704699,1,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
4454432,Inf,TRUE,TRUE,TRUE,TRUE,0.113984308,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
268733,Inf,TRUE,TRUE,TRUE,TRUE,0.127760796,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
199701,Inf,TRUE,TRUE,TRUE,TRUE,0.190566066,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
4451477,435,FALSE,FALSE,FALSE,TRUE,-0.120557297,435,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,NEG
290211,45,FALSE,FALSE,FALSE,FALSE,-0.111145289,45,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
316378,Inf,TRUE,TRUE,TRUE,TRUE,0.239260382,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
183089,Inf,TRUE,TRUE,TRUE,TRUE,0.242827071,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
295974,Inf,TRUE,TRUE,TRUE,TRUE,0.153109095,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
325419,501,FALSE,FALSE,FALSE,TRUE,-0.060827613,501,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,NEG
190637,Inf,TRUE,TRUE,TRUE,TRUE,0.262251037,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
304779,563,FALSE,FALSE,TRUE,TRUE,-0.571212201,563,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,NEG
New.ReferenceOTU252,Inf,TRUE,TRUE,TRUE,TRUE,0.164895355,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,perfringens,
2225203,0,FALSE,FALSE,FALSE,FALSE,-0.041190132,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
305288,Inf,TRUE,TRUE,TRUE,TRUE,0.115811278,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
843459,0,FALSE,FALSE,FALSE,FALSE,-0.964966134,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.ReferenceOTU260,0,FALSE,FALSE,FALSE,FALSE,0.078203082,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
New.ReferenceOTU179,0,FALSE,FALSE,FALSE,FALSE,-0.207308939,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
322367,Inf,TRUE,TRUE,TRUE,TRUE,0.141336105,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
