CCA1,CCA2,vgntxt,ccatype,Phylum,Class,Order,Family,Genus,names,plot
0.194877932,-0.045666262,274011,species,Thermi,Deinococci,Deinococcales,Trueperaceae,Truepera,274011,
0.110460641,-0.215192511,574032,species,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,574032,
0.937123995,0.272677229,938794,species,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,938794,
0.931065451,0.699921829,4440018,species,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,4440018,
-0.926912989,-0.469623965,523589,species,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,523589,1
-0.690399567,1.939218143,808758,species,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,808758,
-0.974562563,-3.924345606,383023,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,383023,
-0.529660007,2.089886234,982582,species,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,982582,
0.154296678,0.227657708,1141646,species,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,1141646,
1.05599821,-0.058273129,567669,species,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,567669,
-0.751722791,2.624828817,672587,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,672587,
-1.078190919,2.698083846,915265,species,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,915265,
1.051623436,0.210442383,1084417,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,1084417,
0.569644666,-0.117910882,809991,species,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,809991,
0.553308338,-0.451903948,801438,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Dickeya,801438,
-0.930105802,-3.12191998,731707,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hylemonella,731707,
-2.88380358,-1.621958292,3053045,species,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Cellulosimicrobium,3053045,
-0.960385698,2.601531484,1046117,species,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,1046117,
1.449530605,-0.58083143,558911,species,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Kribbella,558911,
-0.751722791,2.624828817,1077496,species,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Leadbetterella,1077496,
-0.254017145,0.145807454,736261,species,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora,736261,
0.515509142,-0.182429734,222534,species,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,222534,
1.18215549,-0.466784052,947115,species,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,947115,
-0.58587887,0.504574665,530434,species,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Pilimelia,530434,
5.084304706,-2.131224249,591683,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,591683,
0.253413791,1.59675614,294254,species,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,294254,
-5.219079887,-2.652565185,4366724,species,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,C39,4366724,
-0.669492716,-3.609025073,1146205,species,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus_Portiera,1146205,
5.084304706,-2.131224249,515638,species,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,515638,
0.402107461,0.113134945,1101451,species,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus,1101451,
0.363262588,-0.117489807,1017181,species,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,1017181,
1.185323018,0.430706994,544480,species,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,544480,
-0.751722791,2.624828817,352392,species,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Perlucidibaca,352392,
4.913330653,-1.991889458,334555,species,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,334555,
-2.716988562,-1.155965829,114587,species,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,114587,
-2.69143494,-2.949579783,4307265,species,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,4307265,
-0.113200969,1.896854505,218242,species,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Chitinophaga,218242,
-0.588454292,-0.176341224,566243,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,566243,
-0.422246509,-1.276433608,535196,species,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,535196,
0.162030347,0.282901463,862115,species,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,862115,
0.587364336,0.010943299,246939,species,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura,246939,
0.177592361,-0.038293197,905769,species,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,905769,
-0.346739621,-1.450672821,1128644,species,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia,1128644,
-0.143441969,0.817966957,816470,species,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,816470,
3.093338279,-1.257341346,463861,species,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,463861,
-4.818319329,-2.823507388,337126,species,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,5_7N15,337126,
-1.152426439,2.795746745,590849,species,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Flavisolibacter,590849,
0.429249839,0.815082172,528952,species,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,528952,
-0.397003366,1.244172239,995960,species,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium,995960,
1.83355688,-0.556985094,539735,species,Actinobacteria,Actinobacteria,Actinomycetales,Dietziaceae,Dietzia,539735,
-0.416986976,0.52822026,934235,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,934235,
5.084304706,-2.131224249,189482,species,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,189482,
-0.156584412,1.179193138,1106617,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Roseateles,1106617,
0.515509142,-0.182429734,269907,species,Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Prevotella,269907,
0.080616143,0.537053935,55486,species,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,55486,
0.755954095,-0.284990201,593371,species,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,593371,
-1.196860149,-3.654001413,1002664,species,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,1002664,
-1.115664506,2.397558868,1068363,species,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,1068363,
-0.799522251,-0.810303255,897109,species,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium,897109,
0.489468384,0.319396258,609533,species,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,609533,
-0.644850159,2.131610931,849118,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,849118,
0.068282843,0.901058457,815480,species,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,815480,
3.930306458,-1.190776845,518302,species,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,518302,
-5.219079887,-2.652565185,689528,species,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Phycicoccus,689528,
-1.071715522,1.308617289,566454,species,Actinobacteria,Actinobacteria,Actinomycetales,Dermacoccaceae,Dermacoccus,566454,
-0.56410474,0.192916521,1146798,species,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium,1146798,
-0.125753279,0.09109721,1126475,species,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,1126475,
5.084304706,-2.131224249,2540794,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,2540794,
0.056953966,0.232740086,3908639,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,3908639,
0.290243278,2.180383945,569551,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga,569551,
0.431467992,-0.012167198,976441,species,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,976441,
-0.198502015,0.848394125,268353,species,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,268353,
3.331095641,-0.554450424,801579,species,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,801579,
-0.728345837,2.591576141,540940,species,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,540940,
-0.699575024,2.582331152,229359,species,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,229359,
-1.736691266,-1.733534873,1048194,species,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinomycetospora,1048194,
0.526179343,0.271352937,804735,species,Actinobacteria,Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium,804735,
1.357094932,-0.541403505,590091,species,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,590091,
-0.750934036,-3.08122588,324217,species,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,324217,
-0.821816604,-2.754113819,814176,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,814176,
-1.152426439,2.795746745,580077,species,Proteobacteria,Gammaproteobacteria,Alteromonadales,Chromatiaceae,Rheinheimera,580077,
0.194877932,-0.045666262,923972,species,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Friedmanniella,923972,
-2.39446656,-1.524141484,766020,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,766020,
2.425796756,-2.152853595,212239,species,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,212239,
0.558183762,1.019033479,1111582,species,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,1111582,
-0.757639874,2.048676698,1039594,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,1039594,
0.515509142,-0.182429734,513803,species,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,513803,
1.077401159,-3.591400496,537953,species,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,A17,537953,
5.084304706,-2.131224249,323263,species,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Nesterenkonia,323263,
-0.446327579,0.227836408,274025,species,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,274025,
0.239394089,-0.064654383,518743,species,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,518743,
-1.26415826,-0.242392283,1062748,species,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,1062748,
0.194877932,-0.045666262,1076759,species,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseococcus,1076759,
3.561295409,-1.475123593,949327,species,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Wautersiella,949327,
0.533419292,-0.190069209,4428164,species,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria,4428164,
4.025919989,-1.679776093,574102,species,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,574102,
1.27055795,-0.567583979,807035,species,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leucobacter,807035,
-2.444790297,-0.255397956,4411088,species,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinoallomurus,4411088,
-0.242070102,-0.015353549,243777,species,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,243777,
0.644720751,0.809956722,687940,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,687940,
1.072611383,1.037983495,207813,species,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,207813,
-0.351973373,1.743605036,221896,species,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Xiphinematobacter,221896,
2.34294542,-0.950343229,573432,species,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,573432,
-1.735913246,1.578781098,1081222,species,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,1081222,
5.084304706,-2.131224249,721526,species,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,721526,
-5.078289956,-2.58076354,839235,species,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,839235,
-1.131174229,-4.396238767,4312440,species,Thermi,Deinococci,Deinococcales,Trueperaceae,B-42,4312440,
-0.865238056,2.108348944,590099,species,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,590099,
-0.518417835,-0.723181539,4045633,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,4045633,
0.175396445,1.14637666,136379,species,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,Frankia,136379,
1.345571754,-0.536488356,544536,species,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Weeksella,544536,
0.631297651,0.145804284,7764,species,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,7764,
0.469266826,0.871558569,1073436,species,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,1073436,
-0.817251033,1.878817942,423327,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,423327,
-0.613003465,-1.500913414,572586,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,572586,
-0.771920877,1.78892835,239819,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,239819,
3.117073252,-1.292112537,993307,species,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,993307,
-0.751722791,2.624828817,209202,species,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,209202,
5.084304706,-2.131224249,956334,species,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Prauseria,956334,
0.62353996,-0.914552618,3805518,species,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,SMB53,3805518,1
-0.751722791,2.624828817,274948,species,Firmicutes,Bacilli,Bacillales,Bacillaceae,Marinococcus,274948,
0.680969951,0.435699983,231787,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,231787,
-1.131174229,-4.396238767,155362,species,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,155362,
-0.674924284,1.90541284,944420,species,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,944420,
-1.100889223,2.720636219,1106324,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,1106324,
-0.329512758,2.186148792,788268,species,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Cellulomonas,788268,
0.483484378,-0.168769747,554499,species,Cyanobacteria,Nostocophycideae,Nostocales,Scytonemataceae,Brasilonema,554499,
0.609010072,-3.367798163,240451,species,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,Kineococcus,240451,
-0.456172989,-1.964124582,742260,species,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,742260,
-1.576212712,-0.547041682,949062,species,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,949062,
3.321908432,-0.694964702,156477,species,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Geodermatophilus,156477,
0.312506778,-0.095840197,581747,species,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma,581747,
-1.239756513,-1.105720884,4447100,species,Thermi,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,4447100,
5.084304706,-2.131224249,3875031,species,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Flavihumibacter,3875031,
0.471554959,0.278605705,255657,species,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Haererehalobacter,255657,
2.705831783,-1.096947969,883057,species,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Actinotalea,883057,
-0.220801302,-0.084261712,1108350,species,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Curtobacterium,1108350,
-4.460880623,-2.191610412,1009340,species,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,DA101,1009340,
-4.212858842,-2.26041807,268040,species,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,268040,
0.084345917,0.446435314,886728,species,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,886728,
4.506705567,-1.884852526,543675,species,Actinobacteria,Actinobacteria,Actinomycetales,Tsukamurellaceae,Tsukamurella,543675,
-1.045657553,2.112525668,321764,species,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,321764,
1.357094932,-0.541403505,401960,species,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,401960,
0.458752348,1.505673403,821292,species,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,821292,
4.398200736,-1.838570389,53180,species,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Nostocoida,53180,
-0.705439087,-1.027228386,538998,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus,538998,
-0.190703537,2.385529153,226049,species,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus_Solibacter,226049,
2.015153557,-1.168524735,784415,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Salinispora,784415,
0.309586904,-0.09459474,656520,species,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,656520,
-1.098659316,-2.878640745,998905,species,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Mycoplana,998905,
-1.152426439,2.795746745,225760,species,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,Phormidium,225760,
-1.077293648,2.763699268,515169,species,Actinobacteria,Actinobacteria,Actinomycetales,Bogoriellaceae,Georgenia,515169,
-1.089833697,-3.631306454,274091,species,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Sporomusa,274091,
1.309124487,-0.302934485,572750,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Trabulsiella,572750,
0.77967084,0.40588498,948001,species,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Rathayibacter,948001,
-0.820680661,-3.972338249,349131,species,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Salinibacterium,349131,
-0.220613447,2.39828706,279358,species,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,279358,
-1.007180196,2.344550517,220539,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,220539,
0.195660982,1.351293989,4383052,species,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,4383052,
-3.874551189,-2.677676326,942246,species,Actinobacteria,Actinobacteria,Actinomycetales,Williamsiaceae,Williamsia,942246,
0.525062638,0.155357181,140230,species,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,140230,
0.032951126,1.371787328,137594,species,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,137594,
0.194877932,-0.045666262,938948,species,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,938948,
-1.201330626,2.647394246,774718,species,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Actinoplanes,774718,
-0.066477395,-1.203206843,891031,species,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,891031,
3.511106294,-1.460185155,610462,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella,610462,
-0.449551517,0.826117007,740831,species,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,740831,
-0.564642599,-2.103089824,544008,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylopila,544008,
-0.751722791,2.624828817,587616,species,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryocola,587616,
0.343603929,-0.043326775,4307887,species,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,4307887,
-1.152426439,2.795746745,102407,species,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,102407,
-0.125753279,0.09109721,1505940,species,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,1505940,
-0.041854147,0.200461118,922761,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,922761,
-0.118664984,2.354801506,578911,species,Firmicutes,Bacilli,Bacillales,Exiguobacteraceae,Exiguobacterium,578911,
-5.219079887,-2.652565185,132101,species,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Janibacter,132101,
0.937900332,0.632543519,193867,species,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,193867,
-0.125753279,0.09109721,217798,species,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,217798,
0.250968475,-0.069591373,885628,species,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Alloiococcus,885628,
0.3292859,0.483922124,New.ReferenceOTU324,species,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,New.ReferenceOTU324,
-1.101597743,2.755592456,New.ReferenceOTU104,species,Actinobacteria,Actinobacteria,Actinomycetales,Beutenbergiaceae,Salana,New.ReferenceOTU104,
1.000266277,0.217874877,New.ReferenceOTU39,species,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,New.ReferenceOTU39,1
0.236718938,0.232649859,New.ReferenceOTU234,species,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Conchiformibius,New.ReferenceOTU234,
-0.6609552,1.663620709,New.ReferenceOTU396,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,New.ReferenceOTU396,
0.720779341,0.244056265,New.ReferenceOTU391,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,New.ReferenceOTU391,
1.975321851,-0.805104782,New.ReferenceOTU477,species,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,New.ReferenceOTU477,
-0.444324366,-2.381707282,New.ReferenceOTU226,species,Cyanobacteria,Synechococcophycideae,Synechococcales,Acaryochloridaceae,Acaryochloris,New.ReferenceOTU226,
-5.191781332,-2.641748173,New.ReferenceOTU189,species,Cyanobacteria,Synechococcophycideae,Synechococcales,Synechococcaceae,Synechococcus,New.ReferenceOTU189,
